Timestamp (s)	Pitch Moment (Nm)	Belt Velocity (m/s)
22.839	24.3375	1.90357
22.849	26.8171	1.90357
22.859	31.0399	2.09805
22.869	3.05105	2.09805
22.879	36.2856	2.2686
22.889	8.51007	2.2686
22.899	9.12609	2.41036
22.909	19.7992	2.41036
22.919	-5.29508	2.49498
22.929	4.12585	2.49498
22.939	-4.16918	2.52687
22.949	2.04849	2.52687
22.959	-20.9467	2.49099
22.969	-15.5422	2.49099
22.979	-13.6516	2.38733
22.989	-15.0282	2.38733
22.999	2.98397	2.30626
23.009	-30.3019	2.30626
23.019	-5.82097	2.18665
23.029	-42.3125	2.18665
23.039	4.5077	2.03736
23.049	-5.14931	2.03736
23.059	-34.7067	1.93547
23.069	-0.276359	1.93547
23.079	-15.6906	1.8637
23.089	0.854842	1.8637
23.099	-0.658001	1.84554
23.109	17.7164	1.84554
23.119	-0.455584	1.86592
23.129	2.00828	1.86592
23.139	22.367	1.94167
23.149	-0.338969	1.94167
23.159	37.1413	2.03869
23.169	14.9645	2.03869
23.179	33.8758	2.22032
23.1889	13.2255	2.22032
23.199	-0.813749	2.34347
23.209	18.4749	2.34347
23.219	-6.07857	2.4303
23.2289	25.0176	2.4303
23.239	10.6404	2.55079
23.2489	23.3261	2.55079
23.259	0.633419	2.64958
23.269	13.6407	2.64958
23.279	23.8576	2.71559
23.289	-18.796	2.71559
23.299	16.4001	2.76122
23.309	-17.8831	2.76122
23.3189	14.9209	2.69565
23.329	0.52913	2.69565
23.339	-5.25074	2.65889
23.349	-33.1597	2.65889
23.359	-54.4744	2.46175
23.369	-9.12513	2.46175
23.3789	-39.5336	2.23095
23.389	-24.4053	2.23095
23.399	-19.3375	2.07413
23.409	-17.7028	2.07413
23.419	-19.491	1.91155
23.429	-17.5324	1.91155
23.439	-10.7709	1.79459
23.4489	-32.6141	1.79459
23.459	-15.3882	1.67543
23.4689	-29.5744	1.67543
23.4789	4.77173	1.59347
23.4889	1.49169	1.59347
23.499	-9.93395	1.57619
23.5089	24.7367	1.57619
23.5189	-2.61608	1.60455
23.5289	-3.55661	1.60455
23.5389	-16.2761	1.60942
23.5489	11.2301	1.60942
23.5589	-3.6781	1.58638
23.5689	1.11911	1.58638
23.5789	21.221	1.5979
23.5889	0.089898	1.5979
23.599	-14.7704	1.60277
23.6089	-25.1585	1.60277
23.6189	3.75897	1.55892
23.629	-1.89933	1.55892
23.639	5.81436	1.54518
23.6489	6.30376	1.54518
23.6589	-6.91653	1.51993
23.6689	5.6494	1.51993
23.6789	-5.81443	1.51152
23.689	0.105726	1.51152
23.6989	3.444	1.51772
23.7089	1.3499	1.51772
23.7191	-1.74941	1.49823
23.729	-15.024	1.49823
23.7389	1.35931	1.46279
23.7489	-1.68218	1.46279
23.759	14.0671	1.49424
23.769	11.9781	1.49424
23.779	15.5708	1.57354
23.789	4.39976	1.57354
23.7989	-0.025804	1.61474
23.8089	-5.00771	1.61474
23.819	-12.007	1.59126
23.8289	7.27193	1.59126
23.839	16.86	1.63113
23.8489	0.083232	1.63113
23.859	-8.68629	1.68739
23.8689	-0.540589	1.68739
23.879	1.915	1.69049
23.889	-0.321035	1.69049
23.8989	3.928	1.7401
23.9089	22.612	1.7401
23.919	20.551	1.8925
23.9289	24.2506	1.8925
23.9389	23.1479	2.05375
23.9489	0.5385	2.05375
23.9589	25.3562	2.13083
23.9689	17.9161	2.13083
23.979	14.224	2.26462
23.9889	12.4771	2.26462
23.9989	-5.59586	2.35676
24.0089	6.14103	2.35676
24.019	11.9731	2.39087
24.0289	15.2744	2.39087
24.0389	14.973	2.46131
24.049	-8.94019	2.46131
24.0589	-8.24611	2.42543
24.0688	-13.21	2.42543
24.0789	-21.6988	2.316
24.0889	-9.39403	2.316
24.0989	4.26923	2.22918
24.109	-27.6071	2.22918
24.1189	-19.676	2.10292
24.1289	-15.9105	2.10292
24.139	-18.1191	1.98287
24.149	-15.926	1.98287
24.1589	-21.1872	1.89072
24.1689	-3.7638	1.89072
24.179	-23.124	1.75738
24.189	-15.1452	1.75738
24.1989	-8.79723	1.65726
24.2089	-1.45315	1.65726
24.219	-4.93306	1.60322
24.2289	-22.8532	1.60322
24.2389	-5.90826	1.55626
24.249	-16.7953	1.55626
24.2589	-12.3677	1.48228
24.2689	4.44084	1.48228
24.2789	12.2911	1.4619
24.2889	17.8391	1.4619
24.2989	-18.4495	1.46589
24.3089	-7.90342	1.46589
24.3189	-2.8428	1.40077
24.3289	-14.0984	1.40077
24.3389	-6.5129	1.34583
24.3489	12.9659	1.34583
24.3589	1.31334	1.35115
24.3689	11.355	1.35115
24.379	16.4612	1.40342
24.3889	10.1815	1.40342
24.3989	17.7515	1.49823
24.4089	4.94424	1.49823
24.4189	-18.1148	1.50886
24.4289	-1.59887	1.50886
24.4389	10.9504	1.51727
24.4489	4.89688	1.51727
24.4589	8.03047	1.58062
24.4689	17.5592	1.58062
24.479	0.583527	1.62227
24.4889	-18.4374	1.62227
24.4989	2.66641	1.64264
24.5089	17.5578	1.64264
24.5189	-6.36121	1.69802
24.5292	18.6352	1.69802
24.5389	19.7298	1.78795
24.5488	8.2291	1.78795
24.5589	6.72866	1.90889
24.569	10.983	1.90889
24.5789	9.41072	1.98508
24.5889	11.8726	1.98508
24.5989	8.98673	2.06881
24.6089	9.86104	2.06881
24.6192	12.1407	2.17646
24.629	6.32998	2.17646
24.6389	0.306294	2.24601
24.6489	14.0364	2.24601
24.6589	21.7209	2.33107
24.6689	23.5088	2.33107
24.6789	13.5427	2.45865
24.6889	-6.70273	2.45865
24.6989	7.62304	2.48124
24.7089	-16.184	2.48124
24.7189	7.50064	2.42897
24.7289	-10.9185	2.42897
24.7389	-21.4338	2.37049
24.7489	-12.398	2.37049
24.7589	-17.453	2.22253
24.7689	-21.4301	2.22253
24.7789	-12.0416	2.11355
24.7889	-10.1826	2.11355
24.7992	0.312606	2.08564
24.8089	3.526	2.08564
24.8189	-3.02219	2.08033
24.8289	8.46116	2.08033
24.8389	1.56635	2.12463
24.8489	-0.950654	2.12463
24.8589	-0.718573	2.13836
24.8689	-6.42525	2.13836
24.8789	15.9836	2.15652
24.8889	-6.54174	2.15652
24.8989	-11.2287	2.1583
24.9089	-0.413446	2.1583
24.9189	5.16557	2.17114
24.9289	-5.10888	2.17114
24.9389	10.0942	2.1769
24.9489	41.6095	2.1769
24.9589	13.6151	2.33417
24.9688	11.7121	2.33417
24.979	1.4638	2.41346
24.9889	9.60219	2.41346
24.9989	4.6191	2.46485
25.0089	16.7211	2.46485
25.019	21.1964	2.55389
25.0289	-12.6183	2.55389
25.0388	-1.73682	2.54592
25.0489	6.48291	2.54592
25.0589	-27.0271	2.48124
25.0689	-15.2299	2.48124
25.0789	-2.17419	2.43872
25.0888	11.2203	2.43872
25.0989	8.26284	2.43561
25.1089	-15.0285	2.43561
25.1189	11.6135	2.44802
25.1289	-40.7996	2.44802
25.1389	-5.86251	2.35322
25.1489	-4.94412	2.35322
25.1589	-7.3281	2.3036
25.1688	-11.4875	2.3036
25.1789	-25.898	2.21323
25.1889	-25.3635	2.21323
25.1988	-35.3815	2.0285
25.2089	-4.56789	2.0285
25.2193	-3.02644	1.92085
25.2288	-18.2121	1.92085
25.2389	-25.7875	1.80877
25.2489	-35.0917	1.80877
25.2589	-12.9227	1.65992
25.2689	-10.1531	1.65992
25.279	5.97911	1.59126
25.2889	1.2931	1.59126
25.2988	1.57529	1.58683
25.3089	2.93506	1.58683
25.3189	-17.3297	1.60145
25.3289	9.02428	1.60145
25.3389	6.7651	1.62758
25.3488	22.0181	1.62758
25.3589	19.7336	1.70865
25.3689	9.72497	1.70865
25.3789	2.84879	1.77776
25.3889	-15.8448	1.77776
25.3989	23.6538	1.79902
25.4089	-10.6736	1.79902
25.4189	-3.74062	1.79504
25.4289	-7.59788	1.79504
25.439	-6.28686	1.75561
25.4489	-12.9065	1.75561
25.4589	-21.2403	1.72726
25.4689	11.2456	1.72726
25.4789	1.40625	1.70334
25.4889	12.1868	1.70334
25.4989	13.66	1.79858
25.5089	19.8868	1.79858
25.5189	5.76929	1.93281
25.5289	18.4974	1.93281
25.5388	28.0032	2.06748
25.5488	4.04581	2.06748
25.5589	26.0069	2.14678
25.5689	7.91417	2.14678
25.5789	12.9738	2.22918
25.5889	-9.46595	2.22918
25.5989	-4.32542	2.22652
25.6089	-4.5748	2.22652
25.6191	-2.14237	2.19108
25.6289	4.29315	2.19108
25.6389	-7.863	2.1676
25.6489	2.50485	2.1676
25.6589	-5.72605	2.13526
25.6689	-10.6811	2.13526
25.6789	0.902178	2.10957
25.6889	8.52738	2.10957
25.6989	-11.8546	2.09982
25.7089	-22.4847	2.09982
25.7189	-14.278	1.98154
25.7289	-14.9057	1.98154
25.7389	-20.0992	1.87566
25.7488	7.18553	1.87566
25.7589	-12.4056	1.84332
25.7689	-5.20025	1.84332
25.7788	-28.8408	1.77554
25.7889	-15.7112	1.77554
25.7989	-16.809	1.64087
25.8088	-14.8708	1.64087
25.8188	1.23839	1.58151
25.8289	-16.7158	1.58151
25.8389	-4.79103	1.53588
25.8488	-12.1536	1.53588
25.8589	-4.94502	1.48006
25.8689	-11.1265	1.48006
25.8789	-9.59077	1.43709
25.8888	15.9251	1.43709
25.8989	7.21835	1.44418
25.9089	17.6396	1.44418
25.9189	18.5862	1.55227
25.929	5.55848	1.55227
25.9389	-9.90594	1.56556
25.9488	-20.6143	1.56556
25.9589	0.490672	1.50797
25.9688	-6.92991	1.50797
25.9788	14.0648	1.52481
25.9889	22.5728	1.52481
25.9989	8.1474	1.56911
26.0089	-1.89449	1.56911
26.0188	-3.10641	1.57487
26.0289	-7.97715	1.57487
26.0388	-22.429	1.51506
26.0489	0.54295	1.51506
26.0589	3.17414	1.45393
26.0688	-4.71901	1.45393
26.0788	3.08107	1.4712
26.0888	2.5964	1.4712
26.0988	7.46228	1.5155
26.1088	15.4684	1.5155
26.1188	32.1317	1.64132
26.1288	28.4286	1.64132
26.1388	42.2408	1.85839
26.1489	19.2461	1.85839
26.1588	24.731	2.05906
26.1688	15.7268	2.05906
26.1788	9.55045	2.21411
26.1888	5.49274	2.21411
26.1988	7.48945	2.24468
26.2089	11.0715	2.24468
26.2188	-18.6742	2.2562
26.2289	-9.8935	2.2562
26.2388	-17.4266	2.15608
26.2489	-22.1709	2.15608
26.2589	1.19251	2.05375
26.2688	9.2617	2.05375
26.2789	8.27402	2.05153
26.2888	-1.61739	2.05153
26.2989	-5.26885	2.02141
26.3088	-13.464	2.02141
26.3189	0.782606	1.97667
26.3288	23.6767	1.97667
26.3389	1.61193	2.05109
26.3488	21.5565	2.05109
26.3589	22.7205	2.17424
26.3689	8.92935	2.17424
26.3789	13.3682	2.26152
26.3888	16.5399	2.26152
26.3988	20.8821	2.40327
26.4089	4.29471	2.40327
26.4189	20.6518	2.49985
26.4288	10.2582	2.49985
26.4388	14.9431	2.60307
26.4489	26.0715	2.60307
26.4589	-5.07993	2.72224
26.4688	-2.19567	2.72224
26.4789	-16.7565	2.70762
26.4889	28.371	2.70762
26.4989	-2.40504	2.77318
26.5089	7.15854	2.77318
26.5188	16.3925	2.82856
26.5289	7.08513	2.82856
26.5388	35.2989	2.90076
26.5489	18.2822	2.90076
26.5589	-7.39917	2.98228
26.5688	-8.55085	2.98228
26.5789	3.76445	2.95392
26.5888	-10.4846	2.95392
26.5988	-33.5591	2.89368
26.6089	-5.79204	2.89368
26.6188	-3.88749	2.77495
26.6289	-14.8283	2.77495
26.6389	-24.1368	2.67306
26.6488	-15.533	2.67306
26.6588	13.1552	2.59997
26.6688	-14.9273	2.59997
26.6789	23.9428	2.66022
26.6888	-11.3	2.66022
26.6988	-5.08956	2.66066
26.7088	-2.97019	2.66066
26.7188	-6.61852	2.65091
26.7288	19.6299	2.65091
26.7389	-10.8968	2.68059
26.7489	0.83048	2.68059
26.7589	14.1336	2.69787
26.769	23.0941	2.69787
26.7788	19.5338	2.80685
26.7888	26.0612	2.80685
26.7989	23.9545	2.92336
26.8089	19.351	2.92336
26.8188	7.165	3.02259
26.8289	-6.47204	3.02259
26.8388	-7.55012	2.98582
26.8488	-18.8044	2.98582
26.8589	-18.7058	2.87994
26.8688	-52.6477	2.87994
26.8789	-42.6906	2.60838
26.8888	-39.5675	2.60838
26.8988	-10.4576	2.41612
26.9088	-22.1312	2.41612
26.9188	-15.8863	2.31911
26.9289	-17.6656	2.31911
26.9388	-15.0461	2.17159
26.9488	2.52025	2.17159
26.9588	0.677051	2.16095
26.9688	4.51259	2.16095
26.9788	5.75442	2.17956
26.9888	3.47529	2.17956
26.9989	-6.16397	2.1831
27.0088	11.267	2.1831
27.0188	3.6408	2.18133
27.0288	0.282305	2.18133
27.0389	-3.14498	2.19507
27.0488	-11.9184	2.19507
27.0588	-2.80226	2.11134
27.0688	-25.7791	2.11134
27.0788	-7.1166	1.99483
27.0888	-26.9471	1.99483
27.0988	-15.0707	1.86725
27.1087	11.0649	1.86725
27.1188	-11.3791	1.83003
27.1289	11.1928	1.83003
27.1388	8.77182	1.88452
27.1488	9.95229	1.88452
27.1588	-5.51314	1.93148
27.1688	-13.62	1.93148
27.1789	19.2584	1.93325
27.1888	2.60895	1.93325
27.1988	11.2964	1.96648
27.2089	-5.51136	1.96648
27.2189	-24.3745	1.93857
27.2288	-14.1468	1.93857
27.2388	-20.6542	1.85573
27.2488	4.89548	1.85573
27.2588	0.198401	1.80257
27.2688	29.0535	1.80257
27.2789	-12.3706	1.84067
27.2888	-16.8653	1.84067
27.2988	-5.38319	1.77156
27.3088	-30.505	1.77156
27.3188	-3.25491	1.66258
27.3288	-12.0277	1.66258
27.3388	-6.35588	1.5474
27.3488	-21.997	1.5474
27.3588	-29.3573	1.42247
27.3688	-15.3348	1.42247
27.3788	-34.3976	1.25591
27.3889	-12.4336	1.25591
27.3988	-10.8435	1.14294
27.4088	8.79686	1.14294
27.4188	10.9841	1.16332
27.4289	8.15132	1.16332
27.4389	21.523	1.24793
27.4489	1.99386	1.24793
27.4588	22.9819	1.36178
27.4689	3.99807	1.36178
27.4789	16.1723	1.45393
27.4888	9.65764	1.45393
27.4989	12.456	1.55006
27.5089	15.8177	1.55006
27.5189	4.96909	1.61872
27.5288	22.4017	1.61872
27.5389	-0.467993	1.71441
27.5488	9.14612	1.71441
27.5588	-10.8058	1.73124
27.5689	-4.32561	1.73124
27.5788	21.081	1.72238
27.5887	-9.59785	1.72238
27.5988	11.251	1.73346
27.6089	-14.128	1.73346
27.6188	-20.8466	1.66568
27.6288	-29.438	1.66568
27.6387	-21.4991	1.53721
27.6488	-10.1988	1.53721
27.6588	-34.131	1.38349
27.6689	0.74715	1.38349
27.6789	-23.3034	1.25812
27.6888	-16.2688	1.25812
27.6988	-17.937	1.20097
27.7089	-13.9501	1.20097
27.7189	5.36339	1.16863
27.7288	-8.43533	1.16863
27.7388	19.005	1.20983
27.7489	0.606846	1.20983
27.7589	21.5471	1.30862
27.7689	20.3036	1.30862
27.7788	16.0412	1.4464
27.7888	35.4494	1.4464
27.7988	9.29037	1.59214
27.8088	33.5283	1.59214
27.8189	-3.0447	1.69182
27.8289	8.79124	1.69182
27.8388	5.00968	1.72327
27.8488	13.3149	1.72327
27.8588	12.9432	1.75517
27.8688	-15.0427	1.75517
27.8788	6.78643	1.75871
27.8888	-8.98969	1.75871
27.8988	6.72078	1.7627
27.9088	8.41272	1.7627
27.9189	18.2585	1.84155
27.9288	17.5584	1.84155
27.9388	17.7164	1.97578
27.9488	23.9434	1.97578
27.9588	0.009304	2.09805
27.9689	25.5728	2.09805
27.9788	4.46704	2.14766
27.9888	4.94954	2.14766
27.9988	-6.19259	2.20437
28.0088	-10.6109	2.20437
28.0189	-16.6097	2.15874
28.0288	-37.3794	2.15874
28.0388	4.31034	2.03204
28.0488	-9.96839	2.03204
28.0588	3.52847	2.02141
28.0688	7.87277	2.02141
28.0787	10.3109	2.07501
28.0888	-5.12102	2.07501
28.0988	18.8173	2.12684
28.1088	19.616	2.12684
28.1189	-8.01312	2.18798
28.1288	13.2194	2.18798
28.1388	-0.036848	2.20525
28.1488	-19.0781	2.20525
28.1588	-9.99771	2.09362
28.1688	-14.2785	2.09362
28.1788	-20.0296	1.9935
28.1888	-16.5725	1.9935
28.1987	1.20716	1.90136
28.2088	-3.98372	1.90136
28.2188	2.0368	1.87035
28.2288	13.026	1.87035
28.2388	6.26736	1.89693
28.2488	0.77163	1.89693
28.2588	14.4123	1.99749
28.2689	18.104	1.99749
28.2788	1.52394	2.0697
28.2888	21.9751	2.0697
28.2988	5.95994	2.17469
28.3088	2.12808	2.17469
28.3189	8.02533	2.23361
28.3288	-7.45698	2.23361
28.3388	12.6281	2.27525
28.3487	8.50779	2.27525
28.3587	8.30579	2.33505
28.3688	25.5289	2.33505
28.3788	4.24824	2.42321
28.3887	-13.3758	2.42321
28.3987	8.54481	2.38688
28.4088	-18.3054	2.38688
28.4188	-10.2141	2.30271
28.4288	-10.4822	2.30271
28.4388	-25.4799	2.2119
28.4488	-5.24586	2.2119
28.4588	-21.0929	2.11178
28.4689	18.9481	2.11178
28.4788	6.39574	2.15387
28.4888	1.05142	2.15387
28.4988	20.2503	2.22032
28.5088	23.0142	2.22032
28.5188	26.4362	2.38112
28.5289	26.8591	2.38112
28.5388	21.6078	2.5601
28.5488	14.0522	2.5601
28.5587	10.6768	2.65711
28.5688	24.8266	2.65711
28.5787	-24.0284	2.69477
28.5887	-28.1232	2.69477
28.5988	-33.9156	2.56497
28.6087	-38.1722	2.56497
28.6189	-19.2048	2.37049
28.6287	-5.81477	2.37049
28.6387	-17.5301	2.28721
28.6488	-30.4854	2.28721
28.6587	-3.81346	2.16804
28.6688	-19.8867	2.16804
28.6787	16.0548	2.13925
28.6887	6.2593	2.13925
28.6989	12.045	2.19462
28.7087	5.80455	2.19462
28.7188	5.94223	2.23006
28.7288	-2.57453	2.23006
28.7387	-15.102	2.21544
28.7487	0.527269	2.21544
28.7588	-7.00288	2.15298
28.7689	-16.9052	2.15298
28.7787	-16.9558	2.04755
28.7888	-1.64035	2.04755
28.7987	-24.0563	1.95407
28.8087	-11.8008	1.95407
28.8188	4.11698	1.9204
28.8288	-12.0881	1.9204
28.8387	4.36576	1.92528
28.8488	20.9092	1.92528
28.8587	13.1424	1.9997
28.8688	2.76689	1.9997
28.8787	-5.35831	2.06128
28.8887	6.40925	2.06128
28.8987	-4.63925	2.07147
28.9087	0.594226	2.07147
28.9188	4.34756	2.08299
28.9288	9.05641	2.08299
28.9387	-0.573717	2.13925
28.9487	3.23246	2.13925
28.9588	-0.846094	2.15387
28.9688	14.5808	2.15387
28.9787	10.6708	2.22076
28.9888	9.33374	2.22076
28.9987	21.2684	2.32043
29.0087	18.3278	2.32043
29.0188	16.5327	2.42631
29.0287	7.32707	2.42631
29.039	3.41092	2.48302
29.0488	-20.3282	2.48302
29.0587	-15.1133	2.4015
29.0688	-22.9041	2.4015
29.0787	0.886834	2.28677
29.0887	2.09143	2.28677
29.0987	-11.4504	2.2686
29.1087	5.67942	2.2686
29.1188	-37.2485	2.21721
29.1288	-9.73783	2.21721
29.1387	-12.3777	2.12596
29.1487	5.1238	2.12596
29.1588	12.4524	2.12773
29.1688	-21.5842	2.12773
29.1788	2.90725	2.10514
29.1887	-14.7476	2.10514
29.1987	-7.92258	2.0409
29.2088	-4.97206	2.0409
29.2188	7.292	2.044
29.2287	1.27847	2.044
29.2387	1.91158	2.08653
29.2488	8.71164	2.08653
29.2588	1.03195	2.11887
29.2689	6.71872	2.11887
29.2787	-4.29442	2.12153
29.2887	-3.83851	2.12153
29.2987	4.09236	2.12419
29.3087	-0.839311	2.12419
29.319	16.2657	2.16671
29.3287	24.8176	2.16671
29.3388	8.54904	2.31335
29.3487	19.8351	2.31335
29.3587	25.3396	2.44314
29.3688	32.2256	2.44314
29.3788	33.9296	2.64515
29.3887	21.8415	2.64515
29.3987	23.264	2.84007
29.4087	-2.8973	2.84007
29.4188	-8.09503	2.86001
29.4287	6.58011	2.86001
29.4387	-19.687	2.82811
29.4487	-27.2093	2.82811
29.4587	-21.2192	2.69167
29.4687	1.21482	2.69167
29.4788	-11.8871	2.58623
29.4887	-11.4582	2.58623
29.4987	-17.9297	2.49099
29.5087	-0.146347	2.49099
29.5189	-0.279928	2.41568
29.5287	14.6578	2.41568
29.5387	4.57974	2.45156
29.5487	8.87888	2.45156
29.5587	-6.12497	2.44359
29.5688	0.599306	2.44359
29.5787	-9.25178	2.421
29.5887	-14.198	2.421
29.5988	-5.51914	2.3448
29.6087	-17.9842	2.3448
29.6188	10.5779	2.25974
29.6287	-25.5379	2.25974
29.6387	-25.0172	2.13703
29.6487	-33.667	2.13703
29.6587	-34.0994	1.94167
29.6688	-26.6231	1.94167
29.679	-45.4231	1.70644
29.6887	-9.83689	1.70644
29.6987	-14.1274	1.59347
29.7087	-5.48187	1.59347
29.7187	-14.7249	1.51816
29.7287	-6.68942	1.51816
29.7387	8.02528	1.47386
29.7487	-9.57967	1.47386
29.7587	26.1049	1.53411
29.7687	24.7278	1.53411
29.7787	29.2455	1.68118
29.7887	25.1878	1.68118
29.7987	26.7518	1.85573
29.8087	22.1637	1.85573
29.8188	-15.4575	1.95274
29.8287	20.8812	1.95274
29.8387	-10.3083	1.97179
29.8487	-14.0323	1.97179
29.8588	-7.0739	1.89693
29.8688	-23.2568	1.89693
29.8787	-17.7193	1.77067
29.8887	-23.9361	1.77067
29.8987	-1.02288	1.6267
29.9087	-24.1509	1.6267
29.9188	2.28694	1.57221
29.9287	-0.664042	1.57221
29.9387	4.14293	1.6267
29.9487	29.3051	1.6267
29.9587	13.0084	1.72504
29.9688	40.8772	1.72504
29.9787	19.3861	1.88807
29.9887	34.0451	1.88807
29.999	5.4412	2.04887
30.0087	4.93866	2.04887
30.0188	22.3838	2.12906
30.0287	-8.81022	2.12906
30.0387	1.09606	2.12241
30.0487	-16.0181	2.12241
30.0587	-0.35053	2.11311
30.0688	-15.4267	2.11311
30.0787	-0.692775	2.06748
30.0887	-2.74862	2.06748
30.0987	-4.25885	2.04223
30.1087	5.23218	2.04223
30.1187	-13.5149	2.01122
30.1287	5.13848	2.01122
30.1387	-6.74059	2.01255
30.1487	7.64773	2.01255
30.1587	-1.41527	1.99129
30.1687	-2.90487	1.99129
30.1787	1.52751	2.00856
30.1886	-9.398	2.00856
30.1986	13.4452	1.99837
30.2087	-2.13493	1.99837
30.2187	1.71512	2.01742
30.2287	17.0171	2.01742
30.2387	3.10439	2.06704
30.2487	7.58435	2.06704
30.2587	0.373555	2.11267
30.2687	-7.9714	2.11267
30.2787	-6.92893	2.08874
30.2887	16.2371	2.08874
30.2987	10.1135	2.1295
30.3087	4.76718	2.1295
30.319	-6.70737	2.17823
30.3287	8.39237	2.17823
30.3387	9.73237	2.215
30.3487	20.9093	2.215
30.3587	30.2191	2.34657
30.3688	19.0187	2.34657
30.3787	-7.11046	2.4458
30.3887	7.40745	2.4458
30.3987	-19.2118	2.44137
30.4087	-10.5605	2.44137
30.4187	6.9036	2.39442
30.4287	-24.4938	2.39442
30.4387	-3.9199	2.32619
30.4487	-16.1576	2.32619
30.4587	-16.2376	2.2026
30.4687	-6.13391	2.2026
30.4788	-39.214	2.0883
30.4886	1.89737	2.0883
30.4987	-16.0929	1.97002
30.5087	1.14699	1.97002
30.5187	0.824924	1.93635
30.5287	0.168395	1.93635
30.5388	-4.84001	1.90711
30.5486	-17.8344	1.90711
30.5587	1.89154	1.86326
30.5687	-12.6277	1.86326
30.5786	24.0438	1.85307
30.5886	17.2526	1.85307
30.5987	6.30003	1.92351
30.6087	11.1632	1.92351
30.6187	-24.3608	1.94743
30.6287	7.76201	1.94743
30.6391	-11.8156	1.93945
30.6487	8.28257	1.93945
30.6587	19.8423	1.98863
30.6687	10.206	1.98863
30.6787	3.4206	2.05995
30.6887	-13.5916	2.05995
30.6987	-1.87945	2.03027
30.7087	-15.6933	2.03027
30.7187	-17.4065	1.96736
30.7287	-13.5488	1.96736
30.7386	-18.3923	1.85839
30.7487	-15.3771	1.85839
30.7587	-32.4348	1.70112
30.7687	-10.8659	1.70112
30.7786	-22.6693	1.54563
30.7887	-10.2482	1.54563
30.7986	2.47392	1.48228
30.8087	-10.3708	1.48228
30.819	3.56837	1.45836
30.8287	-12.6092	1.45836
30.8388	15.135	1.43842
30.8487	-0.033928	1.43842
30.8587	5.88282	1.47741
30.8687	3.86714	1.47741
30.8787	-3.22935	1.49956
30.8887	7.83066	1.49956
30.8987	-13.1965	1.52702
30.9086	11.6773	1.52702
30.9187	6.90193	1.59081
30.9286	26.8812	1.59081
30.9386	26.0756	1.73435
30.9491	17.6622	1.73435
30.9587	27.3137	1.89072
30.9687	-3.55411	1.89072
30.9787	3.01239	1.94211
30.9887	-12.2284	1.94211
30.9987	-9.45894	1.92129
31.0086	-2.68338	1.92129
31.0186	-13.5304	1.83712
31.0286	0.799982	1.83712
31.0386	-24.7562	1.77333
31.0486	-11.3125	1.77333
31.0586	-29.0874	1.64353
31.0686	-14.7618	1.64353
31.0786	-7.33853	1.54474
31.0886	1.90011	1.54474
31.0986	11.9975	1.5598
31.1087	-10.0202	1.5598
31.1187	24.6979	1.62271
31.1287	6.94856	1.62271
31.1386	8.60393	1.72416
31.1486	12.1018	1.72416
31.1587	5.87302	1.79858
31.1687	24.623	1.79858
31.1787	3.36773	1.89205
31.1886	20.1554	1.89205
31.1987	-11.5002	1.90224
31.2086	0.787458	1.90224
31.2187	2.98867	1.8668
31.2286	3.27259	1.8668
31.2387	1.73109	1.88541
31.2486	-12.3085	1.88541
31.2586	10.3122	1.89205
31.2686	-5.74393	1.89205
31.2786	10.5442	1.92129
31.2886	35.257	1.92129
31.2986	26.8856	2.05065
31.3087	32.8403	2.05065
31.3187	-2.10957	2.2212
31.3286	2.10586	2.2212
31.3386	3.90797	2.27879
31.3486	-4.38449	2.27879
31.3586	17.2524	2.32088
31.3687	-5.04789	2.32088
31.3786	3.19212	2.33284
31.3886	-33.1919	2.33284
31.3987	-33.2216	2.17336
31.4087	-32.2991	2.17336
31.4186	-36.8628	1.9399
31.4286	-28.4547	1.9399
31.4391	-45.3568	1.69979
31.4486	-23.5661	1.69979
31.4586	-25.5849	1.50221
31.4687	-4.38814	1.50221
31.4787	4.19325	1.43178
31.4886	2.45906	1.43178
31.4986	24.035	1.48272
31.5086	-1.64311	1.48272
31.5187	11.0454	1.58417
31.5287	22.3208	1.58417
31.5387	17.0601	1.69315
31.5486	22.2677	1.69315
31.5586	31.9655	1.84022
31.5687	25.7521	1.84022
31.5786	-0	1.95186
31.5886	12.6244	1.95186
31.5986	-6.21485	1.99571
31.6086	-1.37652	1.99571
31.6187	5.29779	1.99306
31.6287	5.88436	1.99306
31.6386	3.64945	2.01787
31.6486	-19.9874	2.01787
31.6586	1.19688	1.98774
31.6687	-18.4753	1.98774
31.6786	0.199611	1.95939
31.6886	9.84075	1.95939
31.6986	5.33241	1.97755
31.7086	10.6507	1.97755
31.7187	10.4794	2.09007
31.7287	24.5195	2.09007
31.7387	-6.48395	2.16849
31.7487	7.52104	2.16849
31.7587	0.177178	2.19772
31.7686	-7.0208	2.19772
31.7786	-17.9513	2.12419
31.7886	-8.5987	2.12419
31.7987	-14.454	1.99527
31.8086	-35.7433	1.99527
31.819	-12.0014	1.83003
31.8287	-17.021	1.83003
31.8387	-9.05264	1.72593
31.8486	-12.6171	1.72593
31.8586	-2.13265	1.64397
31.8687	9.87332	1.64397
31.8787	-5.16275	1.60366
31.8886	6.09907	1.60366
31.8986	-9.11524	1.61031
31.9086	-1.9447	1.61031
31.9186	-6.84633	1.57841
31.9287	-21.3114	1.57841
31.9386	-23.1071	1.44684
31.9485	-29.611	1.44684
31.9586	-13.2958	1.29888
